播客名称,简介,标签,评分,排名,剧集名,剧集介绍,audio链接
,,,,,Vitamins & Supplements - Are They Worth It?,"Americans spend billions of dollars on vitamins and supplements, but are they worth it? We look at the science behind some of the most popular supplements with nutritional epidemiologist Prof. Katherine Tucker, neuroscientist Dr. Simon Dyall, and medical researcher Dr. Mark Bolland.Our Sponsors: G Suite | WP EngineCredits: This episode has been produced by Wendy Zukerman, Heather Rogers, and Shruti Ravindran. Production assistance from Rose Rimler. Our senior producer is Kaitlyn Sawrey. Edited by Blythe Terrell with help from Alex Blumberg. Fact checking by Michelle Harris. Sound design by Martin Peralta and Bobby Lord. Music written by Bobby Lord. An extra thanks to the Zukerman Family, Joseph Lavelle Wilson, Chris Giliberti, Jasmine Romero, Matthew Nelson, Stevie Lane, Dr Harri Hemilä, Stephanie from the New York State Library and Dr Rajaprabhakaran Rajarethinam.Selected Reading:The history of fortified foodsThe Institute of Medicine Report on calcium and Vitamin DSurvey on vitamin shopping habits in the USSimon’s paper on Omega 3 and spinal cord injuries in ratsMark’s work on calciumThis whopper of a study on multivitaminsCheck out the full transcript here: http://bit.ly/2rlrpnZ",https://www.listennotes.com/e/p/18dfa6c9724841bb86f392bb624d13d3/
,,,,,Bigfoot,"All over the world people report sightings of big, hairy, human-like beasts, so could Bigfoot really be out there... somewhere? We ask Dr. Jeff Meldrum, Prof. Bryan Sykes, Prof. Todd Disotell, and the Round Rock, Texas, Department of Parks and Recreation.CORRECTION: In a previous version of this podcast we said Dr Meldrum works at the University of Idaho. He actually works at Idaho State University. We've updated this episode with his correct title.Our Sponsors: Cole Haan | WP Engine | Sundance NowListen to Gimlet's newest show, Uncivil wherever you get your podcastsApple Podcasts | Overcast | Stitcher | PocketcastsCredits: This episode has been produced by our senior producer, Kaitlyn Sawrey, as well as Wendy Zukerman, Rose Reid, Heather Rogers and Shruti Ravindran. Production assistance from Rose Rimler. Edited by Blythe Terrell and Annie-Rose Strasser. Fact checking by Michelle Harris. Sound design by Martin Peralta. Music written by Bobby Lord. And a big thank you to Dr Michael J Hickerson and Professor James L. Patton for his 7 PAGE document describing the last large mammals discovered by western scientists in North America, suffice to say, Bigfoot wasn’t on the list.Selected Reading:Paper on Bigfoot reports in North AmericaBryan’s paper on Bigfoot hairsA review of the human family treeJeff Meldrum’s bookCheck out the full transcript here: http://bit.ly/2LyEOQn",https://www.listennotes.com/e/p/399c26b90c0646aca5330419d4b80a51/
,,,,,100% Renewable Energy - Can We Do It?,"We need to ditch fossil fuels. Can America go 100% renewable by 2050? Does the technology already exist? We speak to Prof. Mark Delucchi, Prof. Christopher Clack, and Prof. David Connolly.UPDATE: Since this episode was published, Tesla have unveiled a prototype of a electric semi truck.Check out the full transcript here: http://bit.ly/38ku2a4Our Sponsors: Tushy | Wordpress.com | TuneInCredits:This episode has been produced by Wendy Zukerman, Heather Rogers and Shruti Ravindran. Production help from Rose Rimler. Our senior producer is Kaitlyn Sawrey. We’re edited this week by Blythe Terrell and Annie-Rose Strasser, with extra help from Rachel Ward. Fact checking by Michelle Harris. Sound design by Martin Peralta. Music written by Bobby Lord. For this episode we also spoke to Professor Vijay Modi, Professor Mark Jacobson, Dr Gorm Bruun Andresen, Professor Willett Kempton, Dr Dylan McConnell, and Dr Jane CS Long. And an extra thanks to the Zukerman family.Selected reading: Mark Jacobson and Mark Delucchi paper showing that the US could be run on 100 percent renewable energy.Christopher Clack and his team’s paper criticising Mark’s workSurvey published this year of more than 100 energy experts on the future of renewables.National Renewable Energy Lab’s look at Renewable Electricity Detailed report on California’s energy future",https://www.listennotes.com/e/p/6e56eb7ee83440b6a33c335fef562921/
,,,,,The Rise of Anti-Vaxxers,"Last week we explored the science behind vaccine safety. This week we try to understand where these fears came from, and why they persist. We speak to three historians: Prof. Nadja Durbach, Prof. Elena Conis, and Prof. Robert Johnston. And a concerned mom named Noelle. Check out our full transcript here: http://bit.ly/355DlZzOur Sponsors: Cotton Inc + Madewell | Spotify | Sundance Now's Riviera | Wordpress.comCredits:This episode has been produced by Heather Rogers, Wendy Zukerman, and Shruti Ravindran. Production help from Rose Rimler. Our senior producer is Kaitlyn Sawrey. We’re edited this week by Blythe Terrell with editorial assistance from Alex Blumberg, Annie-Rose Strasser and Lynn Levy. Fact checking by Michelle Harris, with help from Rose Rimler. Sound design by Martin Peralta. Music written by Bobby Lord. For this episode we also spoke with Russ Bruesewitz, Prof. Sharon Kaufmann, Prof. Alison Buttenheim, Barbara Loe Fisher, Sally Mendelsohn, Prof. Mary Holland, Prof. Paul Jackson, Prof. Michael Willrich, Julie Livingston and Kari Christianson. Thanks to Gimlet producer Luke Malone, the whole Zukerman clan, Joseph Lavelle Wilson, and Leo Rogers.Selected references:Dr. Robert Mendelsohn’s book, Confessions of a Medical Heretic, Nadja Durbach’s book, Bodily Matters, Vaccine hesitancy paper Paul Offit’s book, Deadly Choices",https://www.listennotes.com/e/p/dfbe59f70455495f8f3298bc27e61b4e/
,,,,,Vaccines - Are They Safe?,"Autism, seizures, and overloaded immune systems. Could these really be side effects of vaccines? This week, we dive into the science to find out how safe vaccines really are. We also talk to public health researchers Prof. Dan Salmon and Prof. Amy Kalkbrenner and neurologist Prof. Ingrid Scheffer. Check out our full transcript: http://bit.ly/2PrqtX3Our Sponsors:Cole Haan | Google Cloud, Maker of GSuite | Ziprecruiter | WPEngineCredits:This episode has been produced by Heather Rogers, Wendy Zukerman, and Shruti Ravindran. Production help from Rose Rimler. Our senior producer is Kaitlyn Sawrey. We’re edited this week by Blythe Terrell and Annie-Rose Strasser. Fact checking by Michelle Harris, with help from Rose Rimler. Sound design by Martin Peralta. Music written by Bobby Lord. For this episode we also spoke with Dr. Saad Omer, Dr. Neal Halsey, Dr. Paul Offit, Dr. Frank DeStefano, and Prof. Alison Buttenheim. And an extra thanks to Bonnie Stanway,Ivona Stamatoska, Reese and Walter Ludwig, the Zukerman Family, Joseph Lavelle Wilson and - of course! - Leo Rogers.Selected References:The National Academies (aka Institute of Medicine) report on vaccine safety A report on the genetic underpinnings of epilepsyThis study looked for neurologic disorders after the MMR shot in half a million kids This one looked at all children born in Denmark between 1991 and 1998",https://www.listennotes.com/e/p/08f0aac5892548bbb51b583f11a22d7b/
,,,,,Detoxing & Cleanses - Do They Work?,"Juice cleanses, fancy foods, sweat, charcoal, and colonics-- is there a scientifically proven way to ‘clean out’ your system? This week, we dig in deep to the science of detox and turn ourselves into guinea pigs for a juicing experiment. We talk to a passionate proctologist named Prof. Graham Newstead, as well as nutrition researcher Prof. Stella Volpe and toxicologist Dr. Susanne Ramm.Check out the full transcript here: http://bit.ly/2LEsSwr Our Sponsors: Cole Haan | Google Cloud, Maker of GSuite | Cotton Inc + MadewellCredits: This episode has been produced by Shruti Ravindran, Wendy Zukerman, and Heather Rogers. Our senior producer is Kaitlyn Sawrey. Edited by Annie-Rose Strasser and Blythe Terrell. Fact checking by Michelle Harris, with help from Rose Rimler. Sound design by Martin Peralta. Music written by Bobby Lord. Extra thanks to Lynn Levy, the Zukerman Family, Joseph Lavelle Wilson, Torey Armul, Dr. Naveed Sattar, and Dr. David Juurlink.Selected ReferencesOn the inability of activated charcoal to absorb wind, aka the ‘poo in a blender’ study Review paper on the dangers of colonics Why liquids don't make you feel very full An investigation of capsaicin, aka the spice in spicy food, for weight loss ",https://www.listennotes.com/e/p/255f58d1d9494864ad9a75d1d343afe6/
,,,,,New Season... Coming Soon!,"Science Vs is back in your ears next week! This season we're going to dissect the science behind detox diets, the safety of vaccines and whether America can run on 100% renewable energy. We also figure out whether vitamins and supplements are a waste of your money, why the bees are dying and where the heck the Male Pill is at?!Go to sciencevs.show/fall to check out Wendy's favourite episodes of other Gimlet shows coming back this Fall. Fact you next week!",https://www.listennotes.com/e/p/52a2032af7574324b71a9816ed7aff5e/
,,,,,Artificial Sweeteners - not so sweet?,"Low calorie, no calorie and so sweet. Artificial sweeteners just seem too good to be true. Is there a catch? We dig into two big questions: Do artificial sweeteners cause cancer, and are they making us fat? We talk to Prof. John Glendinning, Prof. Susie Swithers, Dr. Kieron Rooney, and PhD student Jotham Suez about the latest research. Plus we do a fun experiment with PJ Vogt and Alex Goldman from Reply All!  Also, please sign up for our brand spanking new newsletter! We’ll share science that’s been blowing our minds, plus great content like the most amazing calculation from an academic of how much bigger 323 African Elephants are than nuclear waste. Head to: https://gimletmedia.com/newsletter/  Our Sponsors:Postmates - New customers get a $100 credit by downloading the app and entering the promo code SCIENCEWordpress - go to wordpress.com/science to get 15% off a new websiteHello Fresh - For $30 off your first week of meals go to hellofresh.com and enter the promo code SCIENCEVS30 Credits: This episode has been produced by Ben Kuebrich, Heather Rogers, Shruti Ravindran and Wendy Zukerman.Kaitlyn Sawrey is our senior producer. We’re edited by Annie-Rose Strasser. Production assistance by Stevie Lane. Fact checking by Michelle Harris. Original music and mixing by Bobby Lord. Extra thanks to Dr. Mary Pat Gallagher, Peter Bresnan, Euromonitor International and ubiome.   Selected References:Prof. Susie Swithers’s study on artificial sweeteners and feeding behavior in ratsA 2015 systematic review of the relationship between artificial sweetener consumption and cancer in humansJotham Suez’s study on artificial sweeteners and the gut microbiome",https://www.listennotes.com/e/p/c39a1542043748eabae92df25bf3aa4f/
,,,,,Nuclear Power - what are the Risks?,"Fukushima. Chernobyl. Three Mile Island. There’s been some big nuclear accidents over the past few decades, but how dangerous is nuclear power really? We take you inside the core of America’s biggest nuclear power plant and trace what went wrong at Fukushima to try to figure out: when will the next meltdown happen? And what our chances are of getting cancer from it? This week we talk to Dr. Spencer Wheatley, Dr. Jonathan Samet, and Jack Cadogan, an executive at the Palo Verde Nuclear Generating Station.UPDATE! We’ve made a couple of small changes to this episode, thank you to all the listeners who picked up on them.  1. We called the energy that comes from nuclear power a chemical reaction… it’s not. It’s a nuclear reaction. Chemical reactions involve the electrons in an atom. Nuclear reactions involve the nucleus.  2. We said that the Joker became The Joker After falling into a vat of radioactive waste. This is disputed. It seems it was a vat chemicals.. But what those chemicals were , that’s unclear. 3. A clarification: We said that the waste that nuclear power produces in the US… 2200 metric tons per year… was like 323 male African Elephants. That was a weight comparison. They weigh roughly the same… It wasn’t a three dimensional size comparison. Nuclear waste is much denser than an elephant, and so it takes up much less room. And if you want to read the most amazing calculation from an academic of how much bigger 323 African Elephants are in 3D space you’ve got to sign up to our brand spanking new newsletter! To do that head to https://gimletmedia.com/newsletter/  And FINALLY! We got a lot of feedback from that episode that listeners really wanted to hear how nuclear power compares to other energy sources: like coal, solar and wind! Now we decided that to do a fair comparison that really needs it’s own episode - it wasn’t as simple as just throwing out some numbers. So we’re working on that episode for next season. Our Sponsors:Cloudflare - To learn more visit cloudflare.com/sciencevsCredits:This episode has been produced by Heather Rogers, Ben Kuebrich, Shruti Ravindran and Wendy Zukerman.Kaitlyn Sawrey is our senior producer. We’re edited by Annie-Rose Strasser. Fact checking by Ben Kuebrich and Heather Rogers. Original music and mixing by Bobby Lord. Extra thanks to Leo Rogers, Joseph Lavelle Wilson as well as Prof. Steven Biegalski, Prof. Mark Jacobson, Jussi Heinonen, and Dr. Eric Grant.Selected References:Radiation Basics Primer from the U.S. Nuclear Regulatory CommissionDr. Spencer Wheatley’s paper ‘Reassessing the safety of nuclear power’National Research Council Report on Health Risks from Low Levels of Ionizing Radiation",https://www.listennotes.com/e/p/67f3ad723ddd42a89310c447cd094b9f/
,,,,,Meditation,"Silicon Valley CEOs, Tibetan monks, and crunchy hippies alike describe meditation as blissful and life-changing, but what does the science say? Can it reduce stress, increase your attention, and improve mental health -- or is all this focus on breathing just a bunch of hot air?  Sit back, get comfortable, and focus your mind as we talk to Tim Ferriss, Professor Gaelle Desbordes, Dr. Clifford Saron, and Dr. Britta Hölzel. Please note: we have updated this episode. We removed a reference to Peter Thiel, the founder of Paypal. He was a guest on Tim Ferriss' show, but didn't discuss whether he meditates. Our SponsorsEveryday Bravery - Listen to Everyday Bravery, a podcast from Prudential, by going to everydaybravery.comWordpress - go to wordpress.com/science to get 15% off a new websiteCredits:This episode has been produced by Shruti Ravindran, Ben Kuebrich, Heather Rogers and Wendy Zukerman. Kaitlyn Sawrey is our senior producer. We’re edited by Annie Rose Strasser. Fact checking by Ben Kuebrich. Music production and original music written by Bobby Lord. Extra thanks to Dr Jonathan Schooler, Dr Florian Kurth Aldis Wieble and Dr. Madhav Goyal.Selected References:CDC Report: Trends in the Use of Complementary Health Approaches Among Adults: United States, 2002–2012Review of Neuroimaging Studies on Meditators Meditation Programs for Psychological Stress and Well-being A Systematic Review and Meta-analysis - JAMA review of Clinical Trials with Active ControlsIntensive meditation training, immune cell telomerase activity, and psychological mediators - Dr. Cliff Saron’s study on telomerase activity after a meditation retreat",https://www.listennotes.com/e/p/3f941c5ab5514dc39bc4df4977a2dcc9/
,,,,,True Love,"What is love? With half of first time American marriages ending in divorce by the 20th anniversary, and infidelity being widespread, Science Vs asks: have we been lied to by our love songs?On today’s episode we explore: What happens to the brain when we fall in love? Is the compulsion to stay together biological? And, is monogamy really unnatural? We talk to Dr. Helen Fisher, Professor Larry Young, and Dr. Dieter Lukas about their labors of love. Our Sponsors:Everyday Bravery - Listen to Everyday Bravery, a podcast from Prudential, by going to everydaybravery.comVirgin Atlantic - Listen to their podcast, The Venture, wherever you get your podcastsZiprecruiter - try Ziprecruiter for free by going to ziprecruiter.com/sciencevsCredits:This episode has been produced by Wendy Zukerman, Heather Rogers, Ben Kuebrich, Shruti Ravindran and Rose Reid. Kaitlyn Sawrey is our senior producer. We’re edited by Annie Rose Strasser. Extra editorial help from Alex Blumberg. Production assistance from Stevie Lane. Fact checking by Ben Kuebrich. Music production and original music written by Bobby Lord. Special thanks to Joseph Lavelle Wilson, Austin Mitchell and to Professor Karen L Kramer, Professor Garth Fletcher, Dr. Alexander G. Ophir, Professor David Barash, Richard Bethleham .Check out Gail and Rose Reid's podcast Details Please. Selected References:CDC - Data on First Marriages in the United StatesHelen Fisher fMRI Paper on Early-Stage LoveLarry Young Review Paper on the Neurobiology of Pair BondingDieter Lukas’s Paper on the Evolution of Monogamy in MammalsThe monogamy camp - review paper arguing “we evolved to be monogamous”",https://www.listennotes.com/e/p/67eab1ef674c4ec68344992ae4469bbf/
,,,,,Antioxidants,"Are chocolate, coffee and red wine actually good for us? Reading the news it seems that one day they are helping us live longer, and the next day they are giving us heart attacks.  So what’s going on here? Host Wendy Zukerman and DJ/senior producer Kaitlyn Sawrey explore the science live on stage, with interview clips from Prof. Bruce Ames, Prof. David Sinclair and author Aidan Goggins.This show was recorded live at The Bell House on Thursday, March 23rd, 2017. If you want to listen to the Q&A after the show, sign up to become a Gimlet member for $5 a month. If you sign up for a year, you can receive a Science Vs t-shirt! Our Sponsors:Cloudflare - To learn more visit cloudflare.com/sciencevsWordpress - go to wordpress.com/science to get 15% off a new websiteHello Fresh - For $30 off your first week of meals go to hellofresh.com and enter the promo code SCIENCEVS30Credits:This episode has been produced by Wendy Zukerman, Heather Rogers, Diane Wu, and Shruti Ravindran. Our senior producer is Kaitlyn Sawrey. Edited by Annie-Rose Strasser. Fact checking by Diane Wu and Ben Kuebrich. Sound design and music production by Matthew Boll, and mixed by Austin Thompson.  Music written by Bobby Lord.  Extra thanks to Martin Peralta, Rachel Ward, Eric Mennel and the Bell House, and live show art by Alice Lay (which you can see at facebook.com/sciencevspodcast) Further Reading:JAMA Review - Are antioxidant supplements associated with higher or lower all-cause mortality? David Sinclair’s Study: Resveratrol improves health and survival of mice on a high-calorie dietAlcohol and coronary heart disease: a meta-analysisCoffee Meta-analysis: Coffee consumption and mortality from all causes…Habitual chocolate consumption and risk of cardiovascular disease among healthy men and women",https://www.listennotes.com/e/p/7d70ed4a062e46259c10ffff89048b80/
,,,,,Abortion: What You Need To Know,"Abortion is so taboo. People don’t talk about abortions they’ve had. Doctors don’t talk about abortions they’ve given. But it's happening a lot. Almost a million abortions happened in the US in 2014. So, what actually happens in an abortion, can the fetus feel pain and what are the risks?  To find out we visit an abortion clinic in Texas and talk to Dr. Amita Murthy, Dr. Lisa Harris, Dr. Bhavik Kumar, and Dr. Diana Greene Foster. This episode is not about being pro-choice or pro-life, but pro-facts.Credits:This episode has been produced by Heather Rogers, Wendy Zukerman, Ben Kuebrich, Shruti Ravindran and Rachel Ward. Kaitlyn Sawrey is our senior producer. We’re edited by Annie Rose Strasser.  Fact Checking by Michelle Harris and Ben Kuebrich. Extra help with production and editorial from Alex Blumberg and Jorge Just. Music production and original music written by Bobby Lord. Thanks to Lola Pellegrino, Ronnie Shankar, Dr. Diane Horvath-Cosper, Rachel Jones, Elizabeth Nash, Dr Yoon-Jin Kim, Delma Limones and Gilda Sedgh. Also thanks to Katie Bishop and Reverend David Gushee.Our Sponsors:There is no sponsor! Weirdly we couldn’t find any companies were like ‘hey yeah we want to advertise on an episode about one of the most controversial issues in America’. So… you should be our sponsor! Support quality journalism that isn’t afraid to tackle controversial topics. Become a Gimlet Member for $5 a month to support our shows and receive exclusive perks like early access to new show pilots, an invite to our member Slack, first notice about Gimlet events, and for our annual members, your choice of a newly redesigned Gimlet t-shirt (we recommend the Science VS design). Further Reading:CDC Statistics on AbortionGuttmacher Institute Report on AbortionThe Turnaway Study - Women’s Mental Health and Well-being 5 Years After Receiving or Being Denied an AbortionRoyal College of Obstetricians and Gynaecologists - The Care of Women Requesting Induced AbortionRoyal College of Obstetricians and Gynaecologists - Fetal Awareness",https://www.listennotes.com/e/p/ce22d885c7fc4a23afc9f1c87c17f283/
,,,,,GMO... OMG?,"Science Vs peels back the label on GM foods to find out whether they’re safe to eat and what impact they can have on the environment. Both sides of the debate have written impassioned songs, but what does the science say? We talk to Prof. Fred Gould, Dr. Janet Cotter, and Prof. David Douches to find out. ***Please note*** this episode has been updated. In the original version we suggested that the Bt corn that killed monarch caterpillars was taken off the market as a direct result of studies demonstrating its harm. But although the corn was eventually taken off the market, the company that made it later told us it was phased out ""for business reasons"", such as declining sales -- and they did not mention the dead butterflies. Credits:This episode has been produced by Shruti Ravindran, Heather Rogers, and Wendy Zukerman.  Our senior producer is Kaitlyn Sawrey. Production assistance by Ben Kuebrich. Our editor is Annie-Rose Strasser. Fact Checking by Michelle Harris and Ben Kuebrich. Music production, mixing and original scoring by Bobby Lord. Thanks to Professor Elizabeth Ransom, Professor Stephen Long, Stephen Tindale, Dr Chuck Benbrook and Joseph Lavelle Wilson. Our Sponsors:Ziprecruiter - Try Ziprecruiter for free by going to ziprecruiter.com/sciencevsCloudflare - To learn more visit cloudflare.com/sciencevsFurther Reading:The National Academy of Sciences report on GE cropsOur favourite youtube videos about genetically modified crops here, here and here. ",https://www.listennotes.com/e/p/9c7b586959af4ee88cc65b03a194938e/
,,,,,Lemmings,"Why do four out of five dentists recommend Colgate? How many Americans really approve of Trump? This special episode is a two-parter: First, we talk to Prof. Dan Levitin, author of ‘Weaponized Lies: How to Think Critically in the Post-Truth Era’, about some recent news stories and how to be skeptical of the statistics you see. Then, we bring you a surprise you won’t want to miss. It’s about deception, murder, and of course, ~science~. Credits:Ebay - Listen to Ebay's podcast Open For Business on iTunes, or wherever you get your podcastsWordpress - go to wordpress.com/science to get 15% off a new websiteHello Fresh - For $30 off your first week of meals go to hellofresh.com and enter the promo code SCIENCEVS30Our Sponsors:This episode has been produced by Austin Mitchell, Ben Kuebrich, Wendy Zukerman, Heather Rogers, and Shruti Ravindran. Our senior producer is Kaitlyn Sawrey. Our editor is Annie-Rose Strasser. Fact Checking by Ben Kuebrich. Sound engineering, music production and original scoring by Bobby Lord. The lemmings musical mega-mix was created by Austin Mitchell. Thanks to Dr. Malte Andersson, Dr. Anders Angerbjörn and Dr. Rolf Anker Ims. As well as the Canadian Broadcasting Corporation for the use of Cruel Camera.  Further Reading:Weaponized Lies by Prof. Dan LevitinA Theory on the Cause of Lemming BoomsLinking Climate to Lemming Cycles",https://www.listennotes.com/e/p/3ca68ba5cd604a86880e8d6b3fa2e64c/
,,,,,Ghosts,"One third of Americans believe in ghosts, and one fifth have had a personal encounter. We go to a haunted house with some paranormal investigators and things get spooky. But, scientists aren’t scared - they have a range of explanations for why so many people encounter ghosts. We speak to Dr. Katie Mack, Baland Jalal, Dr. Shane Rogers, and Prof. Chris French and find out what ghosts are all about.Credits:This episode has been produced by Ben Kuebrich, Wendy Zukerman, Diane Wu, Heather Rogers and Shruti Ravindran. Senior Producer Kaitlyn Sawrey. Our editor is Annie-Rose Strasser. Production assistance: Audrey Quinn. Fact Checking by Michelle Harris. Sound engineering, music production and original scoring by Bobby Lord. Thanks to Dr. Ciaran O’Keeffe, Dr Neil Dagnall, Dr. Giulio Rognini, Raymond Swyers, Dr. Joseph Baker, Prof. Kwai Man Luk, Prof. Kin Seng Chiang, Prof. Tapan Sarkar, Prof. Maxim Gitlits, The Zukerman family, Joseph Lavelle Wilson as well as Jorge Just, Devon Taylor ...and thanks to Haley Shaw for the spooooky violins in the Science Vs theme.Our Sponsors:Meet real Subaru owners and hear their stories on MeetAnOwner.com.Selected References:Baland Jalal’s Sleep Paralysis Hallucination HypothesisReview of Folklore Surrounding Sleep ParalysisWorld Health Organization’s Guidelines for Indoor Air Quality: Dampness and MouldChris French’s Haunted Room Experiment",https://www.listennotes.com/e/p/617a0d003fdb419ea24ab681d8f36c6e/
,,,,,Climate Change... the Apocalypse?,"Less than half of Americans think climate change is caused by humans, but scientists are sure about it. So, how do they know that humans are to blame? We also look into the climate change crystal ball to figure out are we doomed? Is the apocalypse nigh? We speak to Prof. Ralph Keeling, Prof. Chris Field, and Dr. David Pierce to find out.UPDATE 12/10/20: An earlier version of this episode incorrectly said that Svante Arrhenius came up with the idea that rising carbon dioxide levels could warm the planet. Scientists including Eunice Newton Foote had this idea before Arrhenius. The episode has been updated.Science Vs Live!Come see our live show on the science behind red wine, coffee and chocolate - could our favorite treats actually be good for us? Thursday 3/23 at the Bell House. Get your tickets here: http://bit.ly/2mnNNpv Credits:This episode has been produced by Wendy Zukerman, Dr Diane Wu, Shruti Ravindran, and Heather Rogers. Senior Producer is Kaitlyn Sawrey. Production assistance from Ben Kuebrich. We’re edited by Annie Rose Strasser. And a big thanks to Eric Mennel, Pat Walters, Caitlin Kenney and Alex Blumberg. Fact Checking by Michelle Harris and Ben Kuebrich. Sound engineering, music production and original scoring by Bobby Lord. Even more thanks to Dr Alexander Robel, Dr. Ted Scambos, Dr Pieter Tans, Prof. Jason Box, Ass. Prof. Martha Buckley, Assoc Prof. Zanna Chase, Sarah Shackleton, and Stevie Lane.Our Sponsors:Audible Channel's Sincerely X - Go to audible.com/sincerelyx to listen. Audible and Amazon Prime members can listen for free.Selected References:David Keeling on his life’s work: “I too pondered the significance of returning a half a billion years’ accumulation of carbon to the air”.National Academy of Sciences Report on Climate Change in 1983National Academy of Science Report on Climate Change in 2014EPA Report: Greenhouse Gas Emissions and SinksIPCC Evaluation of Climate Models",https://www.listennotes.com/e/p/dd824505e71b4f9fb905b7f741fd9220/
,,,,,Acne,"Trying to get rid of acne can feel like a science experiment with your face -- so we get to the bottom of what works and what doesn’t. We investigate the role of diet, stress and hygiene, and meet internet celebrity Dr Sandra Lee aka Dr Pimple Popper. We also speak to dermatologist Dr. Jonathan Weiss, MD and Prof. Huiying Li, PhD.Science Vs Live!Come see our live show on the science behind red wine, coffee and chocolate - could our favorite treats actually be good for us? Thursday 3/23 at The Bell House in Brooklyn, NYC. Get your tickets here.  Our Sponsors:Audible Channel's Sincerely X - Go to audible.com/sincerelyx to listen. Audible and Amazon Prime members can listen for free.Ebay's Open for Business - Season 2 returns March 16th. You can listen on iTunes, Google Play, or wherever you get your podcasts.Credits:This episode has been produced by Senior Producer Kaitlyn Sawrey and Wendy Zukerman, as well as Heather Rogers, and Shruti Ravindran. Production assistance from Ben Keubrick. We’re edited by Annie Rose Strasser. Fact Checking by Michelle Harris. Sound engineering, music production and original scoring by Bobby Lord. Thanks to Dr Robert Delavalle, Grand View Research and Stevie Lane, Pat Walters, Rose Reid, the Zukerman family, Joseph Lavelle Wilson.Selected References:2016 Guidelines of care for the management of acne vulgaris2013 study on ‘good’ vs. ‘bad’ strains of P. Acnes by Dr. Huiying LiDr. Pimple Popper’s ‘Blackheads for Dayzzzz’ videoCochrane Review on Light Therapy for Acne TreatmentA great summary of up to date research on acne and acne treatment.",https://www.listennotes.com/e/p/7e2fae7c6e574e5b87a1d55514642157/
,,,,,Immigration,"We head to a farm in Alabama to find out what happened after thousands of immigrants left the state. Did it create more jobs for Americans and what happened to the crime rate? We speak to economists Prof. Samuel Addy, Prof. Jennifer Hunt, and Prof. Brian Bell to find out.Science Vs Live!Come see our live show on the science behind red wine, coffee and chocolate - could our favorite treats actually be good for us? Thursday 3/23 at The Bell House in Brooklyn, NYC. Get your tickets here.  Credits:This episode has been produced by Heather Rogers, Wendy Zukerman, and Shruti Ravindran. Kaitlyn Sawrey is our senior producer. Production assistance by Ben Kuebrich. We’re edited by Annie Rose Strasser. Fact Checking by Michelle Harris. Sound engineering, music production and original music written by Bobby Lord. Thanks to Dr Anna Piil Damm, Professor Charis Kubrin, Assistant Professor Jorg Spenkuch, Professor Kristin Butcher and Ramiro Martinez… as well as the Zukerman family.Selected References:2016 NAS report: The Economic and Fiscal Consequences of Immigration (with ‘key messages and conclusions’ starting on page 202.ACLU analysis of “Alabama Taxpayer and Citizen Protection Act,” HB 562003 analysis and 2015 analysis on how immigrants affect wages Brian Bell’s 2013 study on the effect of two different immigration waves on crime in the UKFBI’s Uniform Crime Reporting Database ",https://www.listennotes.com/e/p/9d79d9dd8eca4a688649684a17328a66/
,,,,,New season... coming soon!,We’ve read the studies. We’ve spoken to the experts. And now it’s time for facts. There is no alternative. The new season of Science Vs will be out March 9th.,https://www.listennotes.com/e/p/e2c2a82ba4154630b6946e0971decf99/
,,,,,Antidepressants,"There’s an intriguing body of research that suggests the power of antidepressants doesn’t come from chemicals in the drugs, but from the power of placebo. Not everyone agrees, though. We speak to researchers and medical professionals on either side of the debate, and some wedged in-between -- Prof. Peter Kramer, psychiatrist and author of Ordinarily Well: the Case for Antidepressants; Prof. Irving Kirsch, psychologist and author of The Emperor’s New Drugs: Exploding the Antidepressant Myth; psychiatrist and radiologist Prof. Helen Mayberg; and psychiatrist Prof. Gregory Simon.Crisis Hotlines:US National Suicide Prevention Lifeline 1-800-273-TALK (2755)US Crisis Text Line Text “GO” to 741741Australian Lifeline 13 11 14Canadian Association for Suicide PreventionOur SponsorsCasper - Get $50 towards any mattress by visiting casper.com/sciencevs and use the promo code SCIENCEVSThird Love - Go to thirdlove.com/sciencevs to start your free trialWealthsimple – Investing made easy. Get your first $10,000 managed for free.CreditsThis episode has been produced by Wendy Zukerman, Heather Rogers, Shruti Ravindran, and Diane Wu. Our senior producer is Kaitlyn Sawrey. Edited by Annie-Rose Strasser and Caitlin Kenney. Fact checking by Michelle Harris. Sound design and music production by Matthew Boll, mixed by Martin Peralta and Matthew Boll. Music written by Bobby Lord and Martin Peralta.Selected References2008 study suggesting that antidepressants are not much better than placebo for people suffering in severe depression.2016 study suggesting that antidepressants were way better than placebo in treating people suffering from severe depression. 2016 study on how drug companies under-report side effects in clinical trials. 2003 round-up of the most common side-effects of antidepressants. 2013 study which uses brain imaging to try to pinpoint whether patients would respond better to medication or psychotherapy. ",https://www.listennotes.com/e/p/ba46f293b44947ff9c8bd31e6b3534e5/
